Area Name,Year,Total
Cardston,2015,3767
Cardston,2016,3798
Cardston,2017,3836
Cardston County,2001,4412
Cardston County,2002,4314
Cardston County,2003,4260
Cardston County,2004,4180
Cardston County,2005,4137
Cardston County,2006,4154
Cardston County,2007,4198
Cardston County,2008,4240
Cardston County,2009,4261
Cardston County,2010,4258
Cardston County,2011,4277
Cardston County,2012,4297
Cardston County,2013,4334
Cardston County,2014,4367
Cardston County,2015,4364
Cardston County,2016,4377
Cardston County,2017,4393
Carmangay,2001,261
Carmangay,2002,273
Carmangay,2003,285
Carmangay,2004,305
Carmangay,2005,321
Carmangay,2006,343
Carmangay,2007,355
Carmangay,2008,356
Carmangay,2009,366
Carmangay,2010,368
Carmangay,2011,375
Carmangay,2012,381
Carmangay,2013,390
Carmangay,2014,395
Carmangay,2015,399
Carmangay,2016,406
Carmangay,2017,415
Caroline,2001,569
Caroline,2002,555
Caroline,2003,542
Caroline,2004,536
Caroline,2005,531
Caroline,2006,533
Caroline,2007,541
Caroline,2008,541
Caroline,2009,538
Caroline,2010,521
Caroline,2011,515
Caroline,2012,508
Caroline,2013,510
Caroline,2014,522
Caroline,2015,516
Caroline,2016,516
Caroline,2017,518
Carstairs,2001,2334
Carstairs,2002,2423
Carstairs,2003,2497
Carstairs,2004,2570
Carstairs,2005,2670
Carstairs,2006,2783
Carstairs,2007,2930
Carstairs,2008,3091
Carstairs,2009,3254
Carstairs,2010,3401
Carstairs,2011,3550
Carstairs,2012,3670
Carstairs,2013,3817
Carstairs,2014,3961
Carstairs,2015,4061
Carstairs,2016,4160
Carstairs,2017,4250
Castle Island,2001,12
Castle Island,2002,15
Castle Island,2003,16
Castle Island,2004,18
Castle Island,2005,20
Castle Island,2006,22
Castle Island,2007,21
Castle Island,2008,20
Castle Island,2009,20
Castle Island,2010,20
Castle Island,2011,19
Castle Island,2012,19
Castle Island,2013,19
Castle Island,2014,19
Castle Island,2015,19
Castle Island,2016,19
Castle Island,2017,19
Castor,2001,949
Castor,2002,930
Castor,2003,923
Castor,2004,931
Castor,2005,940
Castor,2006,951
Castor,2007,971
Castor,2008,975
Castor,2009,971
Castor,2010,959
Castor,2011,952
Castor,2012,965
Castor,2013,961
Castor,2014,964
Castor,2015,972
Castor,2016,979
Castor,2017,966
Cereal,2001,189
Cereal,2002,182
Cereal,2003,168
Cereal,2004,159
Cereal,2005,143
Cereal,2006,129
Cereal,2007,134
Cereal,2008,136
Cereal,2009,132
Cereal,2010,139
Cereal,2011,137
Cereal,2012,133
Cereal,2013,136
Cereal,2014,132
Cereal,2015,134
Cereal,2016,135
Cereal,2017,137
Champion,2001,362
Champion,2002,362
Champion,2003,359
Champion,2004,363
Champion,2005,363
Champion,2006,371
Champion,2007,372
Champion,2008,374
Champion,2009,379
Champion,2010,383
Champion,2011,387
Champion,2012,389
Champion,2013,394
Champion,2014,399
Champion,2015,398
Champion,2016,396
Champion,2017,401
Charles Lake 225,2001,1
Charles Lake 225,2002,1
Charles Lake 225,2003,1
Charles Lake 225,2004,0
Charles Lake 225,2005,0
Charles Lake 225,2006,0
Charles Lake 225,2007,0
Charles Lake 225,2008,0
Charles Lake 225,2009,0
Charles Lake 225,2010,0
Charles Lake 225,2011,0
Charles Lake 225,2012,0
Charles Lake 225,2013,0
Charles Lake 225,2014,0
Charles Lake 225,2015,0
Charles Lake 225,2016,0
Charles Lake 225,2017,0
Chauvin,2001,375
Chauvin,2002,363
Chauvin,2003,351
Chauvin,2004,339
Chauvin,2005,328
Chauvin,2006,318
Chauvin,2007,327
Chauvin,2008,331
Chauvin,2009,339
Chauvin,2010,339
Chauvin,2011,344
Chauvin,2012,347
Chauvin,2013,347
Chauvin,2014,344
Chauvin,2015,350
Chauvin,2016,344
Chauvin,2017,340
Chestermere,2001,4397
Chestermere,2002,5511
Chestermere,2003,6618
Chestermere,2004,7777
Chestermere,2005,9042
Chestermere,2006,10390
Chestermere,2007,11362
Chestermere,2008,12373
Chestermere,2009,13433
Chestermere,2010,14417
Chestermere,2011,15386
Chestermere,2012,15847
Chestermere,2013,16410
Chestermere,2014,16939
Chestermere,2015,17298
Chestermere,2016,17675
Chestermere,2017,17976
Child Lake 164A,2001,160
Child Lake 164A,2002,161
Child Lake 164A,2003,163
Child Lake 164A,2004,165
Child Lake 164A,2005,166
Child Lake 164A,2006,165
Child Lake 164A,2007,169
Child Lake 164A,2008,175
Child Lake 164A,2009,183
Child Lake 164A,2010,187
Child Lake 164A,2011,194
Child Lake 164A,2012,194
Child Lake 164A,2013,194
Child Lake 164A,2014,196
Child Lake 164A,2015,199
Child Lake 164A,2016,200
Child Lake 164A,2017,206
Chipewyan 201A,2001,0
Chipewyan 201A,2002,0
Chipewyan 201A,2003,0
Chipewyan 201A,2004,0
Chipewyan 201A,2005,0
Chipewyan 201A,2006,0
Chipewyan 201A,2007,1
Chipewyan 201A,2008,2
Chipewyan 201A,2009,3
Chipewyan 201A,2010,4
Chipewyan 201A,2011,5
Chipewyan 201A,2012,5
Chipewyan 201A,2013,5
Chipewyan 201A,2014,5
Chipewyan 201A,2015,6
Chipewyan 201A,2016,6
Chipewyan 201A,2017,6
Chipman,2001,253
Chipman,2002,251
Chipman,2003,248
Chipman,2004,250
Chipman,2005,248
Chipman,2006,245
Chipman,2007,254
Chipman,2008,266
Chipman,2009,278
Chipman,2010,283
Chipman,2011,293
Chipman,2012,294
Chipman,2013,296
Chipman,2014,298
Chipman,2015,298
Chipman,2016,296
Chipman,2017,292
Claresholm,2001,3702
Claresholm,2002,3686
Claresholm,2003,3682
Claresholm,2004,3672
Claresholm,2005,3718
Claresholm,2006,3783
Claresholm,2007,3830
Claresholm,2008,3830
Claresholm,2009,3835
Claresholm,2010,3833
Claresholm,2011,3845
Claresholm,2012,3872
Claresholm,2013,3913
Claresholm,2014,3943
Claresholm,2015,3942
Claresholm,2016,3977
Claresholm,2017,4010
Clear Hills,2001,2829
Clear Hills,2002,2829
Clear Hills,2003,2823
Clear Hills,2004,2821
Clear Hills,2005,2802
Clear Hills,2006,2793
Clear Hills,2007,2845
Clear Hills,2008,2880
Clear Hills,2009,2903
Clear Hills,2010,2896
Clear Hills,2011,2887
Clear Hills,2012,2922
Clear Hills,2013,2966
Clear Hills,2014,3007
Clear Hills,2015,3022
Clear Hills,2016,3047
Clear Hills,2017,3055
Clear Hills 152C,2001,14
Clear Hills 152C,2002,11
Clear Hills 152C,2003,9
Clear Hills 152C,2004,6
Clear Hills 152C,2005,2
Clear Hills 152C,2006,0
Clear Hills 152C,2007,0
Clear Hills 152C,2008,0
Clear Hills 152C,2009,0
Clear Hills 152C,2010,0
Clear Hills 152C,2011,0
Clear Hills 152C,2012,0
Clear Hills 152C,2013,0
Clear Hills 152C,2014,0
Clear Hills 152C,2015,0
Clear Hills 152C,2016,0
Clear Hills 152C,2017,0
Clearwater County,2001,11785
Clearwater County,2002,11904
Clearwater County,2003,11944
Clearwater County,2004,11933
Clearwater County,2005,11966
Clearwater County,2006,12207
Clearwater County,2007,12490
Clearwater County,2008,12625
Clearwater County,2009,12676
Clearwater County,2010,12619
Clearwater County,2011,12642
Clearwater County,2012,12397
Clearwater County,2013,12581
Clearwater County,2014,12687
Clearwater County,2015,12718
Clearwater County,2016,12708
Clearwater County,2017,12663
Clive,2001,603
Clive,2002,601
Clive,2003,599
Clive,2004,598
Clive,2005,591
Clive,2006,580
Clive,2007,604
Clive,2008,627
Clive,2009,652
Clive,2010,678
Clive,2011,696
Clive,2012,703
Clive,2013,713
Clive,2014,722
Clive,2015,726
Clive,2016,729
Clive,2017,732
Clyde,2001,503
Clyde,2002,500
Clyde,2003,497
Clyde,2004,489
Clyde,2005,488
Clyde,2006,484
Clyde,2007,495
Clyde,2008,506
Clyde,2009,512
Clyde,2010,518
Clyde,2011,519
Clyde,2012,516
Clyde,2013,521
Clyde,2014,522
Clyde,2015,518
Clyde,2016,520
Clyde,2017,516
Coaldale,2001,6137
Coaldale,2002,6166
Coaldale,2003,6177
Coaldale,2004,6215
Coaldale,2005,6278
Coaldale,2006,6403
Coaldale,2007,6731
Coaldale,2008,6987
Coaldale,2009,7259
Coaldale,2010,7510
Coaldale,2011,7760
Coaldale,2012,7870
Coaldale,2013,8029
Coaldale,2014,8202
Coaldale,2015,8319
Coaldale,2016,8433
Coaldale,2017,8521
Coalhurst,2001,1511
Coalhurst,2002,1522
Coalhurst,2003,1527
Coalhurst,2004,1538
Coalhurst,2005,1556
Coalhurst,2006,1581
Coalhurst,2007,1679
Coalhurst,2008,1771
Coalhurst,2009,1862
Coalhurst,2010,1951
Coalhurst,2011,2039
Coalhurst,2012,2067
Coalhurst,2013,2116
Coalhurst,2014,2164
Coalhurst,2015,2197
Coalhurst,2016,2232
Coalhurst,2017,2259
Cochrane,2001,12332
Cochrane,2002,12728
Cochrane,2003,13020
Cochrane,2004,13319
Cochrane,2005,13763
Cochrane,2006,14275
Cochrane,2007,15069
Cochrane,2008,15883
Cochrane,2009,16743
Cochrane,2010,17482
Cochrane,2011,18218
Cochrane,2012,18771
Cochrane,2013,19458
Cochrane,2014,20111
Cochrane,2015,20576
Cochrane,2016,21038
Cochrane,2017,21443
Cold Lake,2001,11875
Cold Lake,2002,12007
Cold Lake,2003,12111
Cold Lake,2004,12142
Cold Lake,2005,12318
Cold Lake,2006,12519
Cold Lake,2007,12946
Cold Lake,2008,13381
Cold Lake,2009,13705
Cold Lake,2010,14076
Cold Lake,2011,14437
Cold Lake,2012,14600
Cold Lake,2013,14831
Cold Lake,2014,15071
Cold Lake,2015,15066
Cold Lake,2016,14961
Cold Lake,2017,14848
Cold Lake 149,2001,448
Cold Lake 149,2002,447
Cold Lake 149,2003,444
Cold Lake 149,2004,442
Cold Lake 149,2005,445
Cold Lake 149,2006,456
Cold Lake 149,2007,482
Cold Lake 149,2008,518
Cold Lake 149,2009,549
Cold Lake 149,2010,582
Cold Lake 149,2011,615
Cold Lake 149,2012,614
Cold Lake 149,2013,620
Cold Lake 149,2014,633
Cold Lake 149,2015,629
Cold Lake 149,2016,625
Cold Lake 149,2017,625
Cold Lake 149A,2001,41
Cold Lake 149A,2002,44
Cold Lake 149A,2003,46
Cold Lake 149A,2004,48
Cold Lake 149A,2005,49
Cold Lake 149A,2006,50
Cold Lake 149A,2007,49
Cold Lake 149A,2008,47
Cold Lake 149A,2009,47
Cold Lake 149A,2010,46
Cold Lake 149A,2011,46
Cold Lake 149A,2012,46
Cold Lake 149A,2013,46
Cold Lake 149A,2014,46
Cold Lake 149A,2015,46
Cold Lake 149A,2016,46
Cold Lake 149A,2017,47
Cold Lake 149B,2001,113
Cold Lake 149B,2002,111
Cold Lake 149B,2003,110
Cold Lake 149B,2004,108
Cold Lake 149B,2005,107
Cold Lake 149B,2006,110
Cold Lake 149B,2007,120
Cold Lake 149B,2008,129
Cold Lake 149B,2009,138
Cold Lake 149B,2010,149
Cold Lake 149B,2011,155
Cold Lake 149B,2012,156
Cold Lake 149B,2013,156
Cold Lake 149B,2014,156
Cold Lake 149B,2015,156
Cold Lake 149B,2016,156
Cold Lake 149B,2017,156
Consort,2001,651
Consort,2002,667
Consort,2003,687
Consort,2004,721
Consort,2005,744
Consort,2006,759
Consort,2007,749
Consort,2008,743
Consort,2009,744
Consort,2010,724
Consort,2011,708
Consort,2012,681
Consort,2013,674
Consort,2014,662
Consort,2015,650
Consort,2016,641
Consort,2017,627
Coronation,2001,924
Coronation,2002,933
Coronation,2003,949
Coronation,2004,972
Coronation,2005,1013
Coronation,2006,1043
Coronation,2007,1042
Coronation,2008,1030
Coronation,2009,1028
Coronation,2010,997
Coronation,2011,974
Coronation,2012,974
Coronation,2013,967
Coronation,2014,958
Coronation,2015,949
Coronation,2016,931
Coronation,2017,922
Coutts,2001,370
Coutts,2002,357
Coutts,2003,345
Coutts,2004,332
Coutts,2005,322
Coutts,2006,313
Coutts,2007,310
Coutts,2008,305
Coutts,2009,298
Coutts,2010,291
Coutts,2011,284
Coutts,2012,286
Coutts,2013,287
Coutts,2014,288
Coutts,2015,290
Coutts,2016,292
Coutts,2017,292
Cowley,2001,230
Cowley,2002,228
Cowley,2003,225
Cowley,2004,223
Cowley,2005,227
Cowley,2006,225
Cowley,2007,230
Cowley,2008,234
Cowley,2009,236
Cowley,2010,234
Cowley,2011,243
Cowley,2012,240
Cowley,2013,240
Cowley,2014,238
Cowley,2015,235
Cowley,2016,236
Cowley,2017,236
Cremona,2001,424
Cremona,2002,439
Cremona,2003,451
Cremona,2004,465
Cremona,2005,474
Cremona,2006,477
Cremona,2007,477
Cremona,2008,476
Cremona,2009,474
Cremona,2010,472
Cremona,2011,469
Cremona,2012,474
Cremona,2013,479
Cremona,2014,484
Cremona,2015,487
Cremona,2016,491
Cremona,2017,492
Crossfield,2001,2447
Crossfield,2002,2510
Crossfield,2003,2550
Crossfield,2004,2587
Crossfield,2005,2662
Crossfield,2006,2728
Crossfield,2007,2779
Crossfield,2008,2833
Crossfield,2009,2884
Crossfield,2010,2911
Crossfield,2011,2942
Crossfield,2012,3029
Crossfield,2013,3135
Crossfield,2014,3241
Crossfield,2015,3307
Crossfield,2016,3381
Crossfield,2017,3450
Crowsnest Pass,2001,6317
Crowsnest Pass,2002,6236
Crowsnest Pass,2003,6178
Crowsnest Pass,2004,6065
Crowsnest Pass,2005,5938
Crowsnest Pass,2006,5875
Crowsnest Pass,2007,5879
Crowsnest Pass,2008,5868
Crowsnest Pass,2009,5838
Crowsnest Pass,2010,5781
Crowsnest Pass,2011,5735
Crowsnest Pass,2012,5885
Crowsnest Pass,2013,6044
Crowsnest Pass,2014,6209
Crowsnest Pass,2015,6314
Crowsnest Pass,2016,6421
Crowsnest Pass,2017,6525
Crystal Springs,2001,74
Crystal Springs,2002,81
Crystal Springs,2003,89
Crystal Springs,2004,95
Crystal Springs,2005,105
Crystal Springs,2006,115
Crystal Springs,2007,112
Crystal Springs,2008,108
Crystal Springs,2009,103
Crystal Springs,2010,98
Crystal Springs,2011,91
Crystal Springs,2012,94
Crystal Springs,2013,96
Crystal Springs,2014,96
Crystal Springs,2015,96
Crystal Springs,2016,96
Crystal Springs,2017,96
Cypress County,2001,6263
Cypress County,2002,6368
Cypress County,2003,6470
Cypress County,2004,6618
Cypress County,2005,6788
Cypress County,2006,6948
Cypress County,2007,7134
Cypress County,2008,7280
Cypress County,2009,7379
Cypress County,2010,7403
Cypress County,2011,7441
Cypress County,2012,7533
Cypress County,2013,7630
Cypress County,2014,7683
Cypress County,2015,7726
Cypress County,2016,7731
Cypress County,2017,7727
Czar,2001,211
Czar,2002,205
Czar,2003,195
Czar,2004,189
Czar,2005,184
Czar,2006,180
Czar,2007,178
Czar,2008,178
Czar,2009,177
Czar,2010,176
Czar,2011,172
Czar,2012,175
Czar,2013,176
Czar,2014,172
Czar,2015,175
Czar,2016,172
Czar,2017,172
Daysland,2001,795
Daysland,2002,785
Daysland,2003,795
Daysland,2004,812
Daysland,2005,817
Daysland,2006,837
Daysland,2007,837
Daysland,2008,841
Daysland,2009,842
Daysland,2010,834
Daysland,2011,824
Daysland,2012,829
Daysland,2013,828
Daysland,2014,826
Daysland,2015,822
Daysland,2016,816
Daysland,2017,822
Delburne,2001,736
Delburne,2002,747
Delburne,2003,754
Delburne,2004,760
Delburne,2005,773
Delburne,2006,787
Delburne,2007,800
Delburne,2008,806
Delburne,2009,827
Delburne,2010,840
Delburne,2011,854
Delburne,2012,872
Delburne,2013,886
Delburne,2014,901
Delburne,2015,906
Delburne,2016,911
Delburne,2017,913
Delia,2001,219
Delia,2002,213
Delia,2003,215
Delia,2004,217
Delia,2005,212
Delia,2006,211
Delia,2007,208
Delia,2008,206
Delia,2009,201
Delia,2010,194
Delia,2011,191
Delia,2012,193
Delia,2013,197
Delia,2014,201
Delia,2015,201
Delia,2016,200
Delia,2017,200
Desmarais,2001,114
Desmarais,2002,109
Desmarais,2003,102
Desmarais,2004,94
Desmarais,2005,87
Desmarais,2006,82
Desmarais,2007,94
Desmarais,2008,106
Desmarais,2009,116
Desmarais,2010,127
Desmarais,2011,136
Desmarais,2012,136
Desmarais,2013,137
Desmarais,2014,137
Desmarais,2015,134
Desmarais,2016,135
Desmarais,2017,134
Devon,2001,5107
Devon,2002,5361
Devon,2003,5591
Devon,2004,5829
Devon,2005,6133
Devon,2006,6481
Devon,2007,6567
Devon,2008,6644
Devon,2009,6737
Devon,2010,6754
Devon,2011,6745
Devon,2012,6921
Devon,2013,7168
Devon,2014,7425
Devon,2015,7598
Devon,2016,7772
Devon,2017,7924
Dewberry,2001,205
Dewberry,2002,204
Dewberry,2003,204
Dewberry,2004,203
Dewberry,2005,202
Dewberry,2006,202
Dewberry,2007,204
Dewberry,2008,204
Dewberry,2009,202
Dewberry,2010,202
Dewberry,2011,207
Dewberry,2012,209
Dewberry,2013,209
Dewberry,2014,210
Dewberry,2015,211
Dewberry,2016,210
Dewberry,2017,210
Didsbury,2001,4007
Didsbury,2002,4089
Didsbury,2003,4150
Didsbury,2004,4215
Didsbury,2005,4311
Didsbury,2006,4403
Didsbury,2007,4549
Didsbury,2008,4696
Didsbury,2009,4854
Didsbury,2010,4994
Didsbury,2011,5107
Didsbury,2012,5283
Didsbury,2013,5494
Didsbury,2014,5700
Didsbury,2015,5855
Didsbury,2016,6007
Didsbury,2017,6140
Dog Head 218,2001,93
Dog Head 218,2002,92
Dog Head 218,2003,92
Dog Head 218,2004,90
Dog Head 218,2005,94
Dog Head 218,2006,93
Dog Head 218,2007,95
Dog Head 218,2008,98
Dog Head 218,2009,101
Dog Head 218,2010,108
Dog Head 218,2011,114
Dog Head 218,2012,116
Dog Head 218,2013,117
Dog Head 218,2014,120
Dog Head 218,2015,123
Dog Head 218,2016,123
Dog Head 218,2017,123
Donalda,2001,236
Donalda,2002,237
Donalda,2003,234
Donalda,2004,231
Donalda,2005,228
Donalda,2006,229
Donalda,2007,237
Donalda,2008,247
Donalda,2009,254
Donalda,2010,260
Donalda,2011,266
Donalda,2012,267
Donalda,2013,264
Donalda,2014,266
Donalda,2015,267
Donalda,2016,265
Donalda,2017,263
Donnelly,2001,357
Donnelly,2002,345
Donnelly,2003,333
Donnelly,2004,322
Donnelly,2005,309
Donnelly,2006,302
Donnelly,2007,311
Donnelly,2008,316
Donnelly,2009,321
Donnelly,2010,324
Donnelly,2011,315
Donnelly,2012,317
Donnelly,2013,318
Donnelly,2014,317
Donnelly,2015,316
Donnelly,2016,314
Donnelly,2017,311
Drayton Valley,2001,6247
Drayton Valley,2002,6418
Drayton Valley,2003,6559
Drayton Valley,2004,6702
Drayton Valley,2005,6905
Drayton Valley,2006,7156
Drayton Valley,2007,7227
Drayton Valley,2008,7277
Drayton Valley,2009,7357
Drayton Valley,2010,7365
Drayton Valley,2011,7327
Drayton Valley,2012,7513
Drayton Valley,2013,7764
Drayton Valley,2014,8027
Drayton Valley,2015,8205
Drayton Valley,2016,8368
Drayton Valley,2017,8510
Drift Pile River 150,2001,672
Drift Pile River 150,2002,683
Drift Pile River 150,2003,700
Drift Pile River 150,2004,714
Drift Pile River 150,2005,729
Drift Pile River 150,2006,747
Drift Pile River 150,2007,769
Drift Pile River 150,2008,802
Drift Pile River 150,2009,823
Drift Pile River 150,2010,830
Drift Pile River 150,2011,827
Drift Pile River 150,2012,829
Drift Pile River 150,2013,846
Drift Pile River 150,2014,865
Drift Pile River 150,2015,867
Drift Pile River 150,2016,865
Drift Pile River 150,2017,873
Drumheller,2001,7992
Drumheller,2002,8016
Drumheller,2003,8015
Drumheller,2004,7991
Drumheller,2005,8032
Drumheller,2006,8225
Drumheller,2007,8389
Drumheller,2008,8427
Drumheller,2009,8469
Drumheller,2010,8411
Drumheller,2011,8335
Drumheller,2012,8436
Drumheller,2013,8548
Drumheller,2014,8657
Drumheller,2015,8702
Drumheller,2016,8735
Drumheller,2017,8758
Duchess,2001,860
Duchess,2002,889
Duchess,2003,916
Duchess,2004,943
Duchess,2005,977
Duchess,2006,1014
Duchess,2007,1026
Duchess,2008,1039
Duchess,2009,1045
Duchess,2010,1047
Duchess,2011,1027
Duchess,2012,1040
Duchess,2013,1064
Duchess,2014,1083
Duchess,2015,1102
Duchess,2016,1109
Duchess,2017,1129
Duncan's 151A,2001,124
Duncan's 151A,2002,120
Duncan's 151A,2003,117
Duncan's 151A,2004,112
Duncan's 151A,2005,109
Duncan's 151A,2006,106
Duncan's 151A,2007,118
Duncan's 151A,2008,128
Duncan's 151A,2009,140
Duncan's 151A,2010,153
Duncan's 151A,2011,169
Duncan's 151A,2012,169
Duncan's 151A,2013,169
Duncan's 151A,2014,169
Duncan's 151A,2015,170
Duncan's 151A,2016,169
Duncan's 151A,2017,169
Eckville,2001,1038
Eckville,2002,1018
Eckville,2003,1002
Eckville,2004,992
Eckville,2005,990
Eckville,2006,980
Eckville,2007,1015
Eckville,2008,1052
Eckville,2009,1079
Eckville,2010,1116
Eckville,2011,1159
Eckville,2012,1181
Eckville,2013,1211
Eckville,2014,1233
Eckville,2015,1256
Eckville,2016,1270
Eckville,2017,1284
Edberg,2001,154
Edberg,2002,156
Edberg,2003,157
Edberg,2004,156
Edberg,2005,158
Edberg,2006,159
Edberg,2007,163
Edberg,2008,166
Edberg,2009,170
Edberg,2010,174
Edberg,2011,174
Edberg,2012,174
Edberg,2013,176
Edberg,2014,176
Edberg,2015,176
Edberg,2016,176
Edberg,2017,175
Eden Valley 216,2001,518
Eden Valley 216,2002,489
Eden Valley 216,2003,461
Eden Valley 216,2004,432
Eden Valley 216,2005,409
Eden Valley 216,2006,390
Eden Valley 216,2007,434
Eden Valley 216,2008,482
Eden Valley 216,2009,529
Eden Valley 216,2010,569
Eden Valley 216,2011,611
Eden Valley 216,2012,617
Eden Valley 216,2013,624
Eden Valley 216,2014,631
Eden Valley 216,2015,632
Eden Valley 216,2016,632
Eden Valley 216,2017,634
Edgerton,2001,411
Edgerton,2002,403
Edgerton,2003,394
Edgerton,2004,387
Edgerton,2005,387
Edgerton,2006,383
Edgerton,2007,376
Edgerton,2008,367
Edgerton,2009,354
Edgerton,2010,344
Edgerton,2011,327
Edgerton,2012,329
Edgerton,2013,330
Edgerton,2014,331
Edgerton,2015,332
Edgerton,2016,335
Edgerton,2017,337
Edmonton,2001,684070
Edmonton,2002,699031
Edmonton,2003,709648
Edmonton,2004,720130
Edmonton,2005,736950
Edmonton,2006,758981
Edmonton,2007,779209
Edmonton,2008,797609
Edmonton,2009,817867
Edmonton,2010,831158
Edmonton,2011,845585
Edmonton,2012,867343
Edmonton,2013,897150
Edmonton,2014,927237
Edmonton,2015,947331
Edmonton,2016,965512
Edmonton,2017,981280
Edson,2001,7775
Edson,2002,7839
Edson,2003,7892
Edson,2004,7994
Edson,2005,8184
Edson,2006,8411
Edson,2007,8556
Edson,2008,8664
Edson,2009,8747
Edson,2010,8713
Edson,2011,8802
Edson,2012,8858
Edson,2013,8876
Edson,2014,8930
Edson,2015,8872
Edson,2016,8762
Edson,2017,8659
Elk Point,2001,1482
Elk Point,2002,1474
Elk Point,2003,1477
Elk Point,2004,1479
Elk Point,2005,1505
Elk Point,2006,1532
Elk Point,2007,1533
Elk Point,2008,1535
Elk Point,2009,1515
Elk Point,2010,1494
Elk Point,2011,1460
Elk Point,2012,1481
Elk Point,2013,1507
Elk Point,2014,1535
Elk Point,2015,1534
Elk Point,2016,1538
Elk Point,2017,1531
Elnora,2001,296
Elnora,2002,291
Elnora,2003,288
Elnora,2004,285
Elnora,2005,286
Elnora,2006,282
Elnora,2007,290
Elnora,2008,299
Elnora,2009,306
Elnora,2010,314
Elnora,2011,320
Elnora,2012,322
Elnora,2013,327
Elnora,2014,329
Elnora,2015,330
Elnora,2016,331
Elnora,2017,333
Empress,2001,174
Empress,2002,164
Empress,2003,159
Empress,2004,154
Empress,2005,138
Empress,2006,141
Empress,2007,149
Empress,2008,157
Empress,2009,166
Empress,2010,179
Empress,2011,192
Empress,2012,187
Empress,2013,191
Empress,2014,186
Empress,2015,187
Empress,2016,189
Empress,2017,185
Ermineskin 138,2001,1701
Ermineskin 138,2002,1669
Ermineskin 138,2003,1616
Ermineskin 138,2004,1570
Ermineskin 138,2005,1538
Ermineskin 138,2006,1520
Ermineskin 138,2007,1597
Ermineskin 138,2008,1666
Ermineskin 138,2009,1750
Ermineskin 138,2010,1831
Ermineskin 138,2011,1940
Ermineskin 138,2012,1980
Ermineskin 138,2013,2039
Ermineskin 138,2014,2101
Ermineskin 138,2015,2141
Ermineskin 138,2016,2177
Ermineskin 138,2017,2202
Fairview,2001,3220
Fairview,2002,3229
Fairview,2003,3245
Fairview,2004,3263
Fairview,2005,3326
Fairview,2006,3406
Fairview,2007,3435
Fairview,2008,3401
Fairview,2009,3372
Fairview,2010,3299
Fairview,2011,3270
Fairview,2012,3373
Fairview,2013,3453
Fairview,2014,3535
Fairview,2015,3599
Fairview,2016,3611
Fairview,2017,3607
Fairview No. 136,2001,1833
Fairview No. 136,2002,1828
Fairview No. 136,2003,1817
Fairview No. 136,2004,1819
Fairview No. 136,2005,1833
Fairview No. 136,2006,1852
Fairview No. 136,2007,1856
Fairview No. 136,2008,1816
Fairview No. 136,2009,1785
Fairview No. 136,2010,1741
Fairview No. 136,2011,1723
Fairview No. 136,2012,1766
Fairview No. 136,2013,1807
Fairview No. 136,2014,1851
Fairview No. 136,2015,1882
Fairview No. 136,2016,1894
Fairview No. 136,2017,1891
Falher,2001,1123
Falher,2002,1092
Falher,2003,1046
Falher,2004,1016
Falher,2005,999
Falher,2006,968
Falher,2007,1006
Falher,2008,1035
Falher,2009,1062
Falher,2010,1084
Falher,2011,1105
Falher,2012,1136
Falher,2013,1154
Falher,2014,1185
Falher,2015,1204
Falher,2016,1205
Falher,2017,1242
Ferintosh,2001,153
Ferintosh,2002,153
Ferintosh,2003,154
Ferintosh,2004,155
Ferintosh,2005,156
Ferintosh,2006,157
Ferintosh,2007,163
Ferintosh,2008,169
Ferintosh,2009,176
Ferintosh,2010,181
Ferintosh,2011,185
Ferintosh,2012,185
Ferintosh,2013,186
Ferintosh,2014,187
Ferintosh,2015,186
Ferintosh,2016,185
Ferintosh,2017,184
Flagstaff County,2001,3766
Flagstaff County,2002,3706
Flagstaff County,2003,3646
Flagstaff County,2004,3613
Flagstaff County,2005,3598
Flagstaff County,2006,3594
Flagstaff County,2007,3577
Flagstaff County,2008,3543
Flagstaff County,2009,3511
Flagstaff County,2010,3419
Flagstaff County,2011,3334
Flagstaff County,2012,3366
Flagstaff County,2013,3391
Flagstaff County,2014,3395
Flagstaff County,2015,3381
Flagstaff County,2016,3363
Flagstaff County,2017,3337
Foothills No. 31,2001,16971
Foothills No. 31,2002,17664
Foothills No. 31,2003,18231
Foothills No. 31,2004,18825
Foothills No. 31,2005,19566
Foothills No. 31,2006,20311
Foothills No. 31,2007,20666
Foothills No. 31,2008,21034
Foothills No. 31,2009,21439
Foothills No. 31,2010,21677
Foothills No. 31,2011,21917
Foothills No. 31,2012,22616
Foothills No. 31,2013,23448
Foothills No. 31,2014,24237
Foothills No. 31,2015,24811
Foothills No. 31,2016,25405
Foothills No. 31,2017,25960
Foremost,2001,542
Foremost,2002,543
Foremost,2003,544
Foremost,2004,546
Foremost,2005,543
Foremost,2006,538
Foremost,2007,542
Foremost,2008,549
Foremost,2009,550
Foremost,2010,544
Foremost,2011,539
Foremost,2012,539
Foremost,2013,544
Foremost,2014,551
Foremost,2015,550
Foremost,2016,547
Foremost,2017,545
Forestburg,2001,891
Forestburg,2002,880
Forestburg,2003,887
Forestburg,2004,898
Forestburg,2005,911
Forestburg,2006,918
Forestburg,2007,913
Forestburg,2008,907
Forestburg,2009,895
Forestburg,2010,875
Forestburg,2011,855
Forestburg,2012,851
Forestburg,2013,856
Forestburg,2014,860
Forestburg,2015,857
